Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
Sa Bawa't Hakbang... Panganib,1965,"Action, Drama, War",A mighty saga of men in war.,0.4018999934196472,3.0,"['mighty', 'saga', 'man', 'war']","love, story, life, household, comfort, friend, live, make, man, long"
Paraiso: Tatlong kwento ng pag-asa,2007,Drama,"The Gawad Kalinga (GK) movement is sweeping across the Philippines and overseas and the Philippine film industry will not be left behind in being a part of it. Three inspiring stories of ordinary people touched by Gawad Kalinga are highlighted in the movie ""Paraiso: Tatllong Kwento in Pag-Asa."" (Paradise: Three Stories of Hope). The title of the movie Paraiso meaning Paradise is simply what GK has been to the masses as the grassroots movement is radically rebuilding the country one family at a time. The GK Trilogy: Umiyak Man Ang Langit (Even If Heaven Cries) is based on Jocelyn's life experiences who lost loved ones in the mudslides of St. Bernard, S. Leyte. The story captures the pain, the internal struggles and the healing that takes place in all of us once faced with life-changing events. Ang Kapatid Kong Si Elvis (My Brother Elvis) is a story, on a lighter note, centered on a boy who ate pebbles to satisfy his hunger and a GK volunteer's family who adopted him as their own. The ...Written bynewton20032004",0.2813000082969665,6.0,"['kalinga', 'gk', 'movement', 'sweep', 'philippine', 'overseas', 'philippine', 'film', 'industry', 'leave', 'part', 'inspiring', 'story', 'ordinary', 'people', 'touch', 'gawad', 'kalinga', 'highlight', 'movie', 'tatllong', 'pagasa', 'story', 'hope', 'title', 'movie', 'mean', 'simply', 'gk', 'masse', 'grassroots', 'movement', 'radically', 'rebuild', 'country', 'family', 'time', 'gk', 'trilogy', 'umiyak', 'man', 'ang', 'langit', 'even', 'cry', 'base', 'jocelyns', 'life', 'experience', 'lose', 'loved_one', 'mudslide', 'bernard', 'leyte', 'story', 'capture', 'pain', 'internal', 'struggle', 'healing', 'take', 'place', 'face', 'lifechanging', 'event', 'kapatid', 'kong', 'brother', 'story', 'light', 'note', 'center', 'boy', 'eat', 'pebble', 'satisfy', 'hunger', 'gk', 'volunteer', 'family', 'adopt']","life, film, family, live, face, man, people, love, story, first"
Ina nyo,2018,"Short, Drama","In the Philippines, a young live-in maid struggles to overcome the conflicting wants of the family she works for and her own needs, as she finds herself unexpectedly caught up in a twisted sibling rivalry.",0.5437999963760376,11.0,"['philippine', 'young', 'livein', 'maid', 'struggle', 'overcome', 'conflicting', 'want', 'family', 'work', 'need', 'find', 'unexpectedly', 'catch', 'twisted', 'sibling', 'rivalry']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
Mga ligaw na bulaklak,1957,Drama,Three Loves Strangely Interwined In The Screen's Most Exciting Love - Adventure.,0.8443999886512756,9.0,"['love', 'strangely', 'interwine', 'screen', 'exciting', 'love', 'adventure']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Bagsik at kamandag ni Pedro Penduko,1974,"Action, Comedy, Fantasy","Pedto Penduko is back the legend lives again - laughable, lovable, and deadly.",0.5907999873161316,12.0,"['penduko', 'back', 'legend', 'live', 'laughable', 'lovable', 'deadly']","man, law, standing, eva, live, center, child, show, play, see"
Ang estudyante,1947,"Drama, Musical",A Musical Melodrama of College Life.,0.5392000079154968,13.0,"['musical', 'melodrama', 'college', 'life']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Tandang sora,1947,"Action, Biography, History",It tells the life story of the great grandmother of Philippine Revolution who was also called Mother of Balintawak. She became the oldest Filipino hero dying at the age of 107.,0.9377999901771544,0.0,"['tell', 'life', 'story', 'great', 'grandmother', 'also', 'call', 'mother', 'become', 'old', 'filipino', 'hero', 'die', 'age']","life, time, woman, story, sound, man, young, relationship, love, way"
Silang Nabubuhay sa Daigdig,1965,Drama,"God pointed out we are in this world, but not of this world.",0.7666000127792358,8.0,"['point', 'world', 'world']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Si Ako at... tres muskiteros!,1982,Comedy,SLAPSTICK-COMEDY TRIO MEETS A TWISTED-TONGUE BEAUTY IN A MERRY MIX-UP.,0.7666000127792358,5.0,"['slapstickcomedy', 'trio', 'meet', 'beauty', 'merry', 'mixup']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Oda sa mga nangangarap,2015,"Short, Comedy, Sci-Fi","A machine capable of recording ideas directly from the mind is invented, and an out-of-work comedian suffering from depression uses it to learn if he still has the gift to make people laugh.",0.29170000553131104,7.0,"['machine', 'capable', 'recording', 'idea', 'directly', 'mind', 'invent', 'outofwork', 'comedian', 'suffer', 'depression', 'use', 'learn', 'still', 'gift', 'make', 'people', 'laugh']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Tayug: Ang bayang api,1947,Drama,"On January 19, 1931, the town of Tayug attracted international recognition when a band of rebels which were then called ""Colorum"" and led by Pedro Calusa seized, destroyed, and burned the town as they took refuge hold in the church.",0.35839998722076416,8.0,"['town', 'tayug', 'attract', 'international', 'recognition', 'band', 'rebel', 'call', 'colorum', 'lead', 'calusa', 'seize', 'destroy', 'burn', 'town', 'take', 'refuge', 'hold', 'church']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Harabas Is My Name,1975,"Action, Comedy, Drama","THE KING OF ACTION WILL THRILL YOU IN HIS BIGGEST AND BOLDEST EVER ACTION, COMEDY, DRAMA. NOW PACKED INTO A TWO FISTED BLOCK-BUSTER YOU'LL NAVER FORGET.",0.4198000133037567,13.0,"['king', 'action', 'thrill', 'biggest', 'bold', 'ever', 'action', 'comedy', 'drama', 'pack', 'fisted', 'blockbuster', 'naver', 'forget']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
.Raw,2018,"Short, Drama","While in the middle of a prenuptial shoot, an engaged couple struggles to project their ideal image, which leads them to re-examine their own intentions.",0.4178999960422516,7.0,"['middle', 'prenuptial', 'shoot', 'engage', 'couple', 'struggle', 'project', 'ideal', 'image', 'lead', 'reexamine', 'intention']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Sagrada familia,2009,Drama,A very good movie to watch . All families must watch this.,0.8443999886512756,8.0,"['good', 'movie', 'watch', 'family', 'watch']","good, life, hunt, set, continue, take, community, story, struggle, violent"
After Class,2014,"Short, Comedy, Family","After school, everyone else has gone home. Pia finds her student, Kelsey, in the playground. They share stories about the men in their lives, rejection, and dragons.",0.5860999822616577,7.0,"['school', 'else', 'go', 'home', 'pia', 'find', 'student', 'kelsey', 'playground', 'share', 'story', 'man', 'live', 'rejection', 'dragon']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Shotgun Kid,1970,"Action, Western",ACTION with the impact of a double-barrelled SHOTGUN.,0.4007999897003174,8.0,"['action', 'impact', 'doublebarrelle', 'shotgun']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Boy Singkit,1980,Action,A TRUE-TO-LIFE ACTON MOVIE ABOUT A NOTOTIOUS UNDERWORLD CHARACTER DURING THE 1960s WHO IS TO DIE IN THE ELECTRIC CHAIR.,0.4674000144004822,7.0,"['truetolife', 'acton', 'movie', 'nototious', 'underworld', 'character', 'die', 'electric', 'chair']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
The Knocking,2020,"Short, Thriller","Based on the premise of a survey from Portland, Oregon: Survey says almost all inmates from the Department of Corrections, currently serving time for breaking and entering, said that they would knock on the front door before entering any home. A couple, Liam and Amelia, are both in quarantine amidst the new coronavirus pandemic during the Philippines: Enhanced Community Quarantine. They hear an ominous knocking while they sleep which then leads to mysterious and chilling consequences.Written byJan Christine Reyes",0.3055999875068665,0.0,"['base', 'premise', 'survey', 'portland', 'oregon', 'survey', 'say', 'almost', 'inmate', 'department', 'correction', 'currently', 'serve', 'time', 'break', 'enter', 'say', 'knock', 'front', 'door', 'enter', 'home', 'couple', 'quarantine', 'new', 'coronavirus', 'pandemic', 'philippine', 'enhance', 'community', 'quarantine', 'hear', 'ominous', 'knock', 'sleep', 'lead', 'mysterious', 'chilling', 'consequence']","life, time, woman, story, sound, man, young, relationship, love, way"
Paraiso ko'y ikaw,2014,Drama,"Paraiso Ko'y Ikaw tells the story of Tupe and Josephine who will grow up in a remote island known as Isla de Amor. In this island, they will discover everything about life and love without the interference of the rest of the world at a very young age. Over the years, their mutual affection for each other develops into a beautiful, innocent young love since they have known nobody else but themselves in the island. By some twist of fate, Josephine and Tupe will be separated when they decided to leave Isla de Amor. An accident occurs and Josephine will return in the island by herself while Tupe will be rescued by Badong. Josephine is devastated and thinks that Tupe did not survive and he is already dead. Will Josephine and Tupe's paths cross again? Will the young lovers fulfill their destiny to once and for all be together? Or will Josephine be ready to embrace a new love with Brix?Written byGMA Network",0.3921999931335449,0.0,"['paraiso', 'koy', 'ikaw', 'tell', 'story', 'tupe', 'grow', 'know', 'isla', 'island', 'discover', 'life', 'love', 'interference', 'rest', 'world', 'young', 'age', 'year', 'mutual', 'affection', 'develop', 'beautiful', 'innocent', 'young', 'love', 'know', 'else', 'island', 'tupe', 'separate', 'decide', 'leave', 'isla', 'accident', 'occur', 'josephine', 'return', 'island', 'tupe', 'rescue', 'badong', 'devastate', 'think', 'tupe', 'survive', 'already', 'dead', 'young', 'lover', 'fulfill', 'destiny', 'together', 'josephine', 'embrace', 'new', 'love', 'brix']","life, time, woman, story, sound, man, young, relationship, love, way"
Spy Hunt,1970,"Action, Adventure, Romance","For action and suspense - For passionate love and romance - his is Henry Duval, alias Tony Roldan Interpol Agent XR-7 everything about him was tailored impeccably to fit the title - a beautiful woman - as daring decoy - to trap the spy.",0.4336000084877014,3.0,"['action', 'suspense', 'passionate', 'love', 'romance', 'henry', 'duval', 'alias', 'tony', 'interpol', 'agent', 'tailor', 'impeccably', 'fit', 'title', 'beautiful', 'woman', 'dare', 'decoy', 'trap', 'spy']","love, story, life, household, comfort, friend, live, make, man, long"
Umasa Ka Maghal Ko: sa Bilisan,1961,"Action, Drama","A deeply touching drama of the loves,joys,tragedies and conflicts of simple Barrio folks.",0.8833000063896179,0.0,"['deeply', 'touch', 'drama', 'lovesjoystragedie', 'conflict', 'simple', 'barrio', 'folk']","life, time, woman, story, sound, man, young, relationship, love, way"
Reyna ng Pitong Gatang,1980,"Action, Comedy",SUPERSTAR NORA AUNOR PLAYES THE ROLE OF A NEIGHBORHOOD TOUGHIE IN THIS ACTION-COMEDY MOVIE.,0.41040000319480896,7.0,"['superstar', 'play', 'role', 'neighborhood', 'toughie', 'actioncomedy', 'movie']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Hey Joe,2013,Drama,"HEY JOE follows a day in the lives of three foreigners in modern-day Metro Manila. Intending to explore the different faces of the city, they find that they also rediscover themselves.",0.3801999986171721,13.0,"['follow', 'day', 'live', 'foreigner', 'modernday', 'intend', 'explore', 'different', 'face', 'city', 'find', 'also', 'rediscover']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
El conde de Monte Carlo,1955,"Action, Family, Fantasy","Steeped with suspense, excitement and thrills never before seen in a single movie.",0.3781999945640564,7.0,"['steeped', 'suspense', 'excitement', 'thrill', 'never', 'see', 'single', 'movie']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Maghihintay pa rin,2013,"Drama, Romance","The story begins with Geneva de Villa a wealthy young lady who, despite having all the riches, longs for the love of a complete family. Right after her father died, all her mother Rio did is to tend their business, the De Villa Maritime Corporation and Manning Agency and treat their employees unfairly. In the same company, Geneva meets Kiko Sebastian, whose father works in De Villa's agency. While working abroad, his father got sick and eventually died. Like any other case, Kiko didn't get any help from the agency. Fortunately, Geneva helps him until they became friends and developed feeling for each other. Despite Rio's refusal of their relationship, Geneva fights for her love for Kiko and willingly endures the hardships of being poor. She will then meet Kiko's mother, Trinidad and siblings Cholo, Lita, and Bebot. She will also get close to one of Kiko's friends named Orlando Ramirez, who secretly admires Geneva. Still adjusting to their situation, Kiko's mother unfortunately suffers...Written byAnonymous",0.7167999744415283,3.0,"['story', 'begin', 'wealthy', 'young', 'lady', 'riches', 'long', 'love', 'complete', 'family', 'right', 'father', 'die', 'mother', 'rio', 'tend', 'business', 'villa', 'maritime', 'corporation', 'man', 'agency', 'treat', 'employee', 'unfairly', 'company', 'geneva', 'meet', 'father', 'work', 'villa', 'agency', 'work', 'abroad', 'father', 'get', 'sick', 'eventually', 'die', 'case', 'help', 'agency', 'fortunately', 'geneva', 'help', 'become', 'friend', 'develop', 'feeling', 'rio', 'refusal', 'relationship', 'geneva', 'fight', 'love', 'willingly', 'endure', 'hardship', 'poor', 'meet', 'kikos', 'mother', 'trinidad', 'sibling', 'cholo', 'lita', 'bebot', 'also', 'get', 'close', 'kiko', 'friend', 'name', 'orlando', 'secretly', 'admire', 'geneva', 'still', 'adjust', 'situation', 'kikos', 'mother', 'unfortunately', 'suffer']","love, story, life, household, comfort, friend, live, make, man, long"
Excuse me po,2018,Drama,"Hilda is a 65-year-old senior citizen who makes a living out of begging inside and outside of the mall. She worked as an extra in the movies in the 80s. Her acting skills have become handy in turning into a con artist but all because of an ailing husband with Parkinson's disease. Without Hilda's knowledge, Ruel, a filmmaker has been observing her M.O. or modus operandi. Ruel approached Hilda to ask if he can turn her life into a film and she agrees. As it turns out, this had become her ticket to playing herself in the movie.",0.2401999980211258,3.0,"['senior', 'citizen', 'make', 'live', 'beg', 'outside', 'mall', 'work', 'extra', 'movie', 'acting', 'skill', 'become', 'handy', 'turn', 'con', 'artist', 'ail', 'husband', 'parkinson', 'disease', 'hilda', 'knowledge', 'ruel', 'filmmaker', 'observe', 'mo', 'modus', 'operandi', 'ruel', 'approach', 'hilda', 'ask', 'turn', 'life', 'film', 'agree', 'turn', 'become', 'ticket', 'playing', 'movie']","love, story, life, household, comfort, friend, live, make, man, long"
Baboyngirongbuang,2010,Drama,"Gerald and Clifford are best friends who will be riding the Ferris wheel for the first time; it will be their last chance since both will be going separate ways after graduation. This will be the most important weekend of their teenage lives; choices will be made to overcome peer pressure, homework and household chores. The story happens in the mid 90's a few years after the mining company in their town suspends its operation. The metal that brought them together could tear them apart.Written byanonymous",0.3316999971866608,6.0,"['gerald', 'clifford', 'ride', 'ferris', 'wheel', 'first', 'time', 'last', 'chance', 'go', 'separate', 'way', 'graduation', 'important', 'weekend', 'teenage', 'life', 'choice', 'make', 'overcome', 'peer', 'pressure', 'homework', 'household', 'chore', 'story', 'happen', 'mid', 'year', 'mining', 'company', 'town', 'suspend', 'operation', 'metal', 'bring', 'together']","life, film, family, live, face, man, people, love, story, first"
Nuno sa punso,1950,"Fantasy, Romance","The most beautiful, most romantic fantasy of the screen.",0.6122999787330627,1.0,"['beautiful', 'romantic', 'fantasy', 'screen']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
The Brown Ninja,1987,Action,Thats my movie way back 1987 im noel tan Aguilar a.k.a the karate kid,0.4180999994277954,0.0,"['that_s', 'movie', 'way', 'back', 'm', 'aguilar', 'aka', 'karate', 'kid']","life, time, woman, story, sound, man, young, relationship, love, way"
Kumander Surot,1981,Comedy,FUNNYMAN CHIQUITO BREATHES LIFE TO ANOTHER WACKY SCREEN CHARACTER.,0.4451000094413757,13.0,"['funnyman', 'chiquito', 'breathe', 'life', 'wacky', 'screen', 'character']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Sukdulan ng pagrahuyo sa dambana ng sirenang walang ulo,1993,Short,A young boy breaks his innocence at the altar of a headless mermaid and he gets the price of curiosity.,0.8449000120162964,8.0,"['young', 'boy', 'break', 'innocence', 'altar', 'headless', 'mermaid', 'get', 'price', 'curiosity']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Pamatay: Kaliwa at kanan...!,1964,"Action, Sport",The greatest Filipino Olympian silver medalist at the XVIII th Olympiad.,0.7666000127792358,2.0,"['great', 'filipino', 'olympian', 'silver', 'medalist', 'olympiad']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Walang pagkalupig,1962,"Action, War",From the files of the Philippine Constabulary comes this mighty epic of PC Rangers - knowing no death - Always outnumbered - But never outfought. The bloody saga of their fight against the MORO BANDITS in Jolo - and the capture of Castro Alejandrino.Written byBGP,0.6657000184059143,0.0,"['file', 'philippine', 'constabulary', 'come', 'mighty', 'epic', 'pc', 'ranger', 'know', 'death', 'always', 'outnumber', 'never', 'outfight', 'bloody', 'saga', 'fight', 'moro', 'bandit', 'capture', 'castro', 'alejandrino']","life, time, woman, story, sound, man, young, relationship, love, way"
Mga reyna ng Vicks,1958,"Comedy, Drama, Romance",It's the laff-cry-cry riot of the year.,0.6888999938964844,9.0,"['laffcrycry', 'riot', 'year']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Ang ninanais,2010,"Documentary, Drama","A young girl goes through villages as a debt collector and in the process, lends herself to play roles to others, as an elemental, revolutionary, lover.",0.5461000204086304,6.0,"['young', 'girl', 'go', 'village', 'debt', 'collector', 'process', 'lend', 'play', 'role', 'other', 'elemental', 'revolutionary', 'lover']","life, film, family, live, face, man, people, love, story, first"
Kamagong: Bayani ng Mahirap,1947,"Action, Drama","He sends THRILLS to women's hearts CHILLS to unscrupulous souls. ""POL"" in the dramatic duel of easy-going playboy and a two-fisted Champion of the oppressed.",0.3709999918937683,14.0,"['send', 'thrill', 'womens', 'heart', 'chill', 'unscrupulous', 'soul', 'pol', 'dramatic', 'duel', 'easygoing', 'playboy', 'twofiste', 'champion', 'oppress']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
People Power Bombshell: The Diary of Vietnam Rose,2016,Documentary,"A mystery dreamlike portrait of a movie star's harrowing ordeal in the making of a film. This is about Liz Alindogan, then 19-year old naive newbie star, and director Celso Ad Castillo dubbed as Philippine cinema's messiah. It is structured as a mystery film, making viewers question whether to believe the account of Liz Alindogan.Written byanonymous",0.3837999999523163,3.0,"['mystery', 'dreamlike', 'portrait', 'movie', 'star', 'harrowing', 'ordeal', 'make', 'film', 'liz', 'naive', 'newbie', 'star', 'director', 'ad', 'castillo', 'dub', 'philippine', 'cinema', 'messiah', 'structured', 'mystery', 'film', 'make', 'viewer', 'question', 'believe', 'account', 'liz', 'alindogan']","love, story, life, household, comfort, friend, live, make, man, long"
Hugo: A Hidden Past Revealed,2017,"Documentary, Adventure, History","Hugô: A Hidden Past Revealed is a 45-minute documentary about the bul-ul, a traditional and iconic Ifugao human-like wood carving from the northern mountains of the Philippines, and the various claims about its origin, use, and function. The documentary was born upon witnessing a traditional thanksgiving ritual in the Cordillera Region, where the bul-ul is used by Ifugao tribes as a conduit to invoke the presence of ancestral spirits to grace their ceremonies. Most Filipinos and foreign enthusiasts have been taught that the figurine was a rice god and have seen it on display mostly as an antique and/or art object. An informal chat with a young mombaki (an Ifugao spiritual leader) prompted the team to go on a quest to learn more about the cultural artifact. This endeavor led them to Ifugao Province, Benguet, and Metro Manila, where they met with and interviewed resource persons on Ifugao culture. Along the way, the many faces of the bul-ul were revealed, inadvertently unmasking, among ...",0.2906000018119812,14.0,"['hide', 'past', 'reveal', 'minute', 'documentary', 'bulul', 'traditional', 'iconic', 'ifugao', 'humanlike', 'wood', 'carve', 'northern', 'mountain', 'philippine', 'various', 'claim', 'origin', 'use', 'function', 'documentary', 'bear', 'witness', 'traditional', 'thanksgiving', 'ritual', 'cordillera', 'region', 'bulul', 'use', 'ifugao', 'tribe', 'conduit', 'invoke', 'presence', 'ancestral', 'spirit', 'grace', 'ceremony', 'filipinos', 'foreign', 'enthusiast', 'teach', 'figurine', 'rice', 'god', 'see', 'display', 'mostly', 'antique', 'andor', 'art', 'object', 'informal', 'chat', 'young', 'mombaki', 'ifugao', 'spiritual', 'leader', 'prompt', 'team', 'go', 'learn', 'cultural', 'artifact', 'endeavor', 'lead', 'ifugao', 'province', 'benguet', 'meet', 'interview', 'resource', 'person', 'ifugao', 'culture', 'many', 'face', 'bulul', 'reveal', 'inadvertently', 'unmask']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Tagumpay ng mahirap,1965,Drama,"Three Stories, Three Directors.",0.6888999938964844,5.0,"['story', 'director']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Sisang tabak,1981,"Action, Drama","A YOUNG GIRL IS ABDUCTED FROM HER PARENTS AND IS TRAINED TO BE SKILLFUL WITH SWORDS AND KNIVES,",0.4487000107765198,12.0,"['young', 'girl', 'abduct', 'parent', 'train', 'skillful', 'sword', 'knife']","man, law, standing, eva, live, center, child, show, play, see"
Unravel,2021,Short,Unravel is a choreographic exploration through the dark rooms of the human psyche. It is an expression of our collective experience as beings; the depth of the human spirit.,0.4571000039577484,8.0,"['unravel', 'choreographic', 'exploration', 'dark', 'room', 'human', 'psyche', 'expression', 'collective', 'experience', 'being', 'depth', 'human', 'spirit']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Qwerty,2007,"Short, Thriller","A mentally-afflicted young man is accused of murdering his longtime benefactor. The real truth of what happened lies in his mad obsession with his supposed victim's old typewriter, on which he types relentlessly, day and night.",0.3537999987602234,6.0,"['mentallyafflicte', 'young', 'man', 'accuse', 'murder', 'longtime', 'benefactor', 'real', 'truth', 'happen', 'lie', 'mad', 'obsession', 'suppose', 'victim', 'old', 'typewriter', 'type', 'relentlessly', 'day', 'night']","life, film, family, live, face, man, people, love, story, first"
Oyayi,2016,Adventure,"Oy Oy. Kids and kids at heart. It's time to meet your newest awesome friends. National Council for Children's Television and CBN Asia proudly present OYAYI (Lullaby). Kids around the world are riding the latest edutainment craze to hit Philippine TV. Join the youthful Kuya Maki as he leads the energetic Bon Haribon, charming Tarsiera, wise Dok Pil, divine Diva Butanding, and the industrious Tama Raw, as they join forces to help foil Kuwago Zhibago's and his sidekicks Tornilyon's non-stop schemes. Get ready to be amazed and inspired as you join the colorful, energetic, and exciting Oyayi squad in their educational adventures.",0.2732999920845032,0.0,"['oy', 'kid', 'kid', 'heart', 'time', 'meet', 'new', 'awesome', 'friend', 'national', 'council', 'children', 'television', 'asia', 'proudly', 'present', 'oyayi', 'lullaby', 'kid', 'world', 'ride', 'late', 'edutainment', 'craze', 'philippine', 'tv', 'join', 'youthful', 'kuya', 'maki', 'lead', 'energetic', 'charming', 'tarsiera', 'wise', 'dok', 'pil', 'divine', 'diva', 'butande', 'industrious', 'tama', 'raw', 'join', 'force', 'help', 'foil', 'kuwago', 'zhibagos', 'sidekick', 'tornilyon', 'nonstop', 'scheme', 'get', 'ready', 'amazed', 'inspire', 'join', 'colorful', 'energetic', 'exciting', 'oyayi', 'squad', 'educational', 'adventure']","life, time, woman, story, sound, man, young, relationship, love, way"
Prinsesang Kalapati,1964,"Family, Fantasy","SEE scenes you have never seen before in the land of never turns princesses into doves, Amalia and Bernard walk on water. in the dreamland where dust turns to gold, dwell kings, princes, princesses, fairies dwarfs and giants.",0.298799991607666,9.0,"['see', 'scene', 'never', 'see', 'land', 'never', 'turn', 'princess', 'dove', 'bernard', 'walk', 'water', 'dreamland', 'dust', 'turn', 'gold', 'dwell', 'king', 'prince', 'princess', 'fairy', 'dwarf', 'giant']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Warrant of Arrest,1979,Action,"ON THE STREETS, IN THE HALLS OF JUSTICE - THIS MAN IS OUT TO DEFEND THE OPPRESSED.",0.4612999856472016,11.0,"['street', 'hall', 'justice', 'man', 'defend', 'oppress']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
No Money No Honey,1955,Comedy,He had money to burn but there are things it cannot buy.,0.7282999753952026,13.0,"['money', 'burn', 'thing', 'can_not', 'buy']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
"My Lover, My Wife",2011,"Drama, Mystery, Thriller","My Lover, My Wife tells the story of three hearts caught in a web of deceit and the struggle for truth, using plastic surgery as a key plot device, and is set against the backdrop of a police investigation.",0.7706999778747559,8.0,"['lover', 'wife', 'tell', 'story', 'heart', 'catch', 'web', 'deceit', 'struggle', 'truth', 'use', 'plastic', 'surgery', 'key', 'plot', 'device', 'set_backdrop', 'police', 'investigation']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Impossible Dream,1973,"Comedy, Drama, Romance",Nora and Victor have made your IMPOSSIBLE DREAM come true.,0.4668000042438507,5.0,"['victor', 'make', 'impossible', 'dream', 'come', 'true']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Wheelchair,2019,"Short, Drama","Wheelchair is a 2019 Filipino short film written by Maricor Lawig, narrated by Lance Obrero and directed and edited by CJ Santos. The film is based on the story shared by Skin Magical's CEO Ghie Pangilinan about a boy describing his family's situation that worsens after his father's accident. The boy (Lance Obrero) describes how a family struggle is solved through love and unity.Written byNeri",0.7667000293731691,5.0,"['wheelchair', 'filipino', 'short', 'film']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Uhaw sa kalayaan,1980,Drama,IRON-HAND DISCIPLINE IMPOSED BY PARENTS PROVE NOT ONLY BE INEFFECTIVE BUT DESTRUCTIVE AS WELL.,0.5953999757766724,2.0,"['ironhand', 'discipline', 'impose', 'parent', 'prove', 'ineffective', 'destructive', 'well']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Six Million Centavo Man,1980,Comedy,"WITH DUE APOLOGIES TO THE ""SIX MILLION DOLLAR MAN"".",0.7664999961853027,3.0,"['due', 'apology', 'dollar', 'man']","love, story, life, household, comfort, friend, live, make, man, long"
Babaing kidlat,1964,"Action, Comedy, Fantasy","Never before has science-fiction struck the local screen with such hair-raising thrill and excitement and yet it has action, comedy, suspense, love and romance.",0.3903999924659729,3.0,"['never', 'sciencefiction', 'strike', 'local', 'screen', 'hairraise', 'thrill', 'excitement', 'action', 'comedy', 'suspense', 'love', 'romance']","love, story, life, household, comfort, friend, live, make, man, long"
Odyssey: Alongside the Universe,2020,"Short, Drama",Past. Present. Future. How do we transcend when we can't let go. When we miss the fundamental thing between us.,0.6035000085830688,4.0,"['past', 'present', 'future', 'transcend', 'miss', 'fundamental', 'thing']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Mga basag na kristal,1977,Drama,"GENUINE LOVE AMONG THE MODERNS,",0.7666000127792358,4.0,"['genuine', 'love', 'modern']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
"Good Morning, Sunshine",1980,"Drama, Musical",THIS MUSICAL-DRAMA REVOLVES REVOLVES AROUND A WIDOWER WHO LIVED IN THE U.S.A. WITH HIS ONLY DAUGHER AND RETURNED TO STAY FOR GOOD IN THE COUNTRY OF HIS LATE WIFE.,0.4749999940395355,12.0,"['musicaldrama', 'revolve', 'widower', 'live', 'daugher', 'return', 'stay', 'good', 'country', 'late', 'wife']","man, law, standing, eva, live, center, child, show, play, see"
Dolpong Istambul,1966,"Action, Comedy","It takes a dope to catch a ""dope"" wacky Dolphy as the bungling 1-2-3 agent who stumbles on a clue and ends up smashing a narcotic ring.",0.39169999957084656,13.0,"['take', 'dope', 'catch', 'dope', 'wacky', 'dolphy', 'bungling', 'agent', 'stumble', 'clue', 'end', 'smash', 'narcotic', 'ring']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Ang nanay ni Justin Barber,2014,"Short, Comedy","Justin Barber dreams to become a singer, and his mother, Cynthia Barber, will do all she can to make his dream come true. The catch, however, is that his son couldn't even hold a note!",0.7268000245094299,3.0,"['justin', 'barber', 'dream', 'become', 'singer', 'mother', 'cynthia', 'barber', 'make', 'dream', 'come', 'true', 'catch', 'however', 'son', 'even', 'hold', 'note']","love, story, life, household, comfort, friend, live, make, man, long"
Pandanggo ni Neneng,1955,Musical,Here's the BIGGEST MUSICAL of the year.,0.7667000293731691,2.0,"['big', 'musical', 'year']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
